Date,Time,Plate Temperature (degrees C),Set Point (degrees C),Stirling voltage(V)
11/02/2026,14:01:13,3.8,4.37,2.88400000000001
11/02/2026,14:01:14,3.79,4.35,2.87750000000001
11/02/2026,14:01:15,3.78,4.33,2.87750000000001
11/02/2026,14:01:17,3.77,4.31,2.87750000000001
11/02/2026,14:01:18,3.76,4.29,2.87750000000001
11/02/2026,14:01:19,3.76,4.28,2.88400000000001
11/02/2026,14:01:20,3.75,4.26,2.88400000000001
11/02/2026,14:01:21,3.75,4.24,2.88400000000001
11/02/2026,14:01:22,3.74,4.22,2.88400000000001
11/02/2026,14:01:24,3.73,4.2,2.87750000000001
11/02/2026,14:01:25,3.72,4.18,2.87750000000001
11/02/2026,14:01:26,3.71,4.16,2.87750000000001
11/02/2026,14:01:27,3.7,4.14,2.87750000000001
11/02/2026,14:01:28,3.7,4.12,2.88400000000001
11/02/2026,14:01:29,3.69,4.1,2.87750000000001
11/02/2026,14:01:31,3.67,4.08,2.87100000000002
11/02/2026,14:01:32,3.66,4.06,2.87750000000001
11/02/2026,14:01:33,3.66,4.04,2.87750000000001
11/02/2026,14:01:34,3.65,4.02,2.88400000000001
11/02/2026,14:01:35,3.65,4,2.88400000000001
11/02/2026,14:01:36,3.64,3.98,2.87750000000001
11/02/2026,14:01:38,3.63,3.96,2.88400000000001
11/02/2026,14:01:39,3.61,3.95,2.87750000000001
11/02/2026,14:01:40,3.61,3.93,2.88400000000001
11/02/2026,14:01:41,3.6,3.91,2.88400000000001
11/02/2026,14:01:42,3.59,3.89,2.88400000000001
11/02/2026,14:01:43,3.58,3.87,2.87750000000001
11/02/2026,14:01:45,3.57,3.85,2.88400000000001
11/02/2026,14:01:46,3.56,3.83,2.88400000000001
11/02/2026,14:01:47,3.55,3.81,2.88400000000001
11/02/2026,14:01:48,3.54,3.79,2.8905
11/02/2026,14:01:49,3.53,3.77,2.8905
11/02/2026,14:01:50,3.52,3.75,2.88400000000001
11/02/2026,14:01:52,3.51,3.73,2.88400000000001
11/02/2026,14:01:53,3.5,3.71,2.8905
11/02/2026,14:01:54,3.5,3.69,2.897
11/02/2026,14:01:55,3.49,3.67,2.90349999999999
11/02/2026,14:01:56,3.48,3.65,2.897
11/02/2026,14:01:57,3.47,3.64,2.897
11/02/2026,14:01:59,3.46,3.62,2.897
11/02/2026,14:02:00,3.44,3.6,2.897
11/02/2026,14:02:01,3.43,3.58,2.8905
11/02/2026,14:02:02,3.41,3.56,2.897
11/02/2026,14:02:03,3.41,3.54,2.90349999999999
11/02/2026,14:02:04,3.39,3.52,2.897
11/02/2026,14:02:06,3.38,3.5,2.90349999999999
11/02/2026,14:02:07,3.36,3.48,2.90349999999999
11/02/2026,14:02:08,3.35,3.46,2.90999999999999
11/02/2026,14:02:09,3.34,3.44,2.90999999999999
11/02/2026,14:02:10,3.32,3.42,2.90349999999999
11/02/2026,14:02:11,3.31,3.4,2.90999999999999
11/02/2026,14:02:13,3.29,3.38,2.90349999999999
11/02/2026,14:02:14,3.27,3.36,2.897
11/02/2026,14:02:15,3.26,3.34,2.90349999999999
11/02/2026,14:02:16,3.24,3.32,2.90349999999999
11/02/2026,14:02:17,3.22,3.31,2.897
11/02/2026,14:02:18,3.2,3.29,2.90349999999999
11/02/2026,14:02:19,3.19,3.27,2.90349999999999
11/02/2026,14:02:21,3.17,3.25,2.90349999999999
11/02/2026,14:02:22,3.16,3.23,2.90999999999999
11/02/2026,14:02:23,3.15,3.21,2.91650000000005
11/02/2026,14:02:24,3.13,3.19,2.91650000000005
11/02/2026,14:02:25,3.12,3.17,2.91650000000005
11/02/2026,14:02:26,3.11,3.15,2.92300000000005
11/02/2026,14:02:28,3.09,3.13,2.92300000000005
11/02/2026,14:02:29,3.08,3.11,2.91650000000005
11/02/2026,14:02:30,3.06,3.09,2.92300000000005
11/02/2026,14:02:31,3.04,3.07,2.91650000000005
11/02/2026,14:02:32,3.02,3.05,2.91650000000005
