Date,Time,Plate Temperature (degrees C),Set Point (degrees C),Stirling voltage(V)
11/02/2026,12:58:16,4.08,4.7,2.92950000000004
11/02/2026,12:58:18,4.04,4.67,2.92300000000005
11/02/2026,12:58:20,4,4.64,2.91650000000005
11/02/2026,12:58:22,3.98,4.6,2.91650000000005
11/02/2026,12:58:24,3.95,4.57,2.90999999999999
11/02/2026,12:58:26,3.93,4.53,2.90999999999999
11/02/2026,12:58:28,3.91,4.5,2.90349999999999
11/02/2026,12:58:30,3.88,4.47,2.897
11/02/2026,12:58:32,3.86,4.44,2.90349999999999
11/02/2026,12:58:34,3.84,4.4,2.8905
11/02/2026,12:58:36,3.82,4.37,2.8905
11/02/2026,12:58:38,3.81,4.34,2.897
11/02/2026,12:58:40,3.8,4.3,2.8905
11/02/2026,12:58:42,3.78,4.27,2.88400000000001
11/02/2026,12:58:44,3.77,4.24,2.897
11/02/2026,12:58:46,3.76,4.2,2.8905
11/02/2026,12:58:48,3.74,4.17,2.88400000000001
11/02/2026,12:58:50,3.72,4.13,2.8905
11/02/2026,12:58:52,3.71,4.1,2.8905
11/02/2026,12:58:54,3.69,4.07,2.88400000000001
11/02/2026,12:58:56,3.67,4.04,2.88400000000001
11/02/2026,12:58:58,3.65,4,2.88400000000001
11/02/2026,12:59:00,3.62,3.97,2.88400000000001
11/02/2026,12:59:02,3.61,3.93,2.8905
11/02/2026,12:59:04,3.59,3.9,2.88400000000001
11/02/2026,12:59:06,3.57,3.87,2.88400000000001
11/02/2026,12:59:08,3.56,3.84,2.897
11/02/2026,12:59:10,3.55,3.8,2.897
11/02/2026,12:59:12,3.53,3.77,2.8905
11/02/2026,12:59:14,3.52,3.74,2.897
11/02/2026,12:59:16,3.5,3.7,2.897
11/02/2026,12:59:18,3.48,3.67,2.897
11/02/2026,12:59:20,3.46,3.64,2.90349999999999
11/02/2026,12:59:22,3.45,3.6,2.90349999999999
11/02/2026,12:59:24,3.42,3.57,2.90349999999999
11/02/2026,12:59:26,3.41,3.54,2.91650000000005
11/02/2026,12:59:28,3.39,3.5,2.91650000000005
11/02/2026,12:59:30,3.37,3.47,2.91650000000005
11/02/2026,12:59:32,3.35,3.43,2.90999999999999
11/02/2026,12:59:34,3.33,3.4,2.92300000000005
11/02/2026,12:59:36,3.31,3.37,2.92300000000005
11/02/2026,12:59:38,3.28,3.34,2.91650000000005
11/02/2026,12:59:40,3.26,3.3,2.92950000000004
11/02/2026,12:59:42,3.23,3.27,2.92300000000005
11/02/2026,12:59:44,3.21,3.23,2.93600000000004
11/02/2026,12:59:46,3.18,3.2,2.92950000000004
11/02/2026,12:59:48,3.15,3.17,2.92950000000004
11/02/2026,12:59:50,3.12,3.14,2.93600000000004
11/02/2026,12:59:52,3.09,3.1,2.92950000000004
11/02/2026,12:59:54,3.06,3.07,2.92950000000004
11/02/2026,12:59:56,3.03,3.03,2.93600000000004
11/02/2026,12:59:58,2.99,3,2.92950000000004
11/02/2026,13:00:00,2.96,2.97,2.92950000000004
11/02/2026,13:00:02,2.93,2.94,2.93600000000004
11/02/2026,13:00:04,2.89,2.9,2.92950000000004
11/02/2026,13:00:06,2.85,2.87,2.92950000000004
11/02/2026,13:00:08,2.83,2.83,2.94250000000003
